dup_id,chosen,alternatives
dup:ea328e9c9366,"
<SURNAME/>菲勒蒙是主人…?<pause:30/>
<SURNAME/>新Persona是说…<pause:30/>
<SURNAME/>Persona，原来有好多个啊!!","
<SURNAME/>菲莱蒙是主人…？<pause:30/>
<SURNAME/>新Persona…<pause:30/>
<SURNAME/>Persona原来不止一个啊!!"
dup:63a46ec03de7,"
<SURNAME/>要得到那个，
<SURNAME/>这些人会帮忙的啦!<pause:30/>
<SURNAME/>喂<c13/>，好好听听他们说话嘛。","
<SURNAME/>要得到那个，
<SURNAME/>这些人会帮我们的！<pause:30/>
<SURNAME/>喂<c13/>，好好听听他们说话吧。"
dup:6eae08f69523,"
<SURNAME/>似乎有什么想问的事呢?
<SURNAME/>请尽管提问。","
<SURNAME/>看来您有什么想问的？
<SURNAME/>请尽管提问。"
dup:d3da641bb176,"
<SURNAME/>安抚你们的心灵是我的职责〜♪<pause:30/>
<SURNAME/>为此，我自己必须只倾听内心的乐音，
<SURNAME/>侧耳倾听〜♪","
<SURNAME/>平息你们的心绪是我的职责〜♪<pause:30/>
<SURNAME/>为此，我自己必须只倾听，
<SURNAME/>内心的乐音〜♪"
dup:243b4bed320f,"
<SURNAME/>因此，这耳朵听不到现世的声音〜♪
<SURNAME/>您想说的话〜♪
<SURNAME/>看您凛凛的嘴角就能明白〜♪","
<SURNAME/>因此，这耳朵听不见现世之音〜♪
<SURNAME/>你想说的话〜♪
<SURNAME/>看那凛然的嘴角便知〜♪"
dup:3ce500e6ae8b,"
<SURNAME/>我编织的音色，
<SURNAME/>是为了打开你们Persona使者的心扉。","
<SURNAME/>我编织的音色，
<SURNAME/>是为了开启你们Persona使者的心扉。"
dup:5502b5c18486,"<c1d:11/>纳纳西<c1d:1/>
<SURNAME/>为此，我自己必须面对自己的内心。<pause:30/>
<SURNAME/>正因如此，我自行闭目，
<SURNAME/>已经过了九万一百五十五个夜晚。","<c1d:11/>无名<c1d:1/>
<SURNAME/>为此，我自己必须直面内心。<pause:30/>
<SURNAME/>正因如此，我自封双眼，
<SURNAME/>已度过九万又一百五十五个夜晚。"
dup:ad8cef6c0274,"
<SURNAME/>这里是意识与无意识之间漂浮的房间。
<SURNAME/>只有感性丰富的人才能发现通往这里的门…<pause:60/>
<SURNAME/>那么，请问有何贵干？","
<SURNAME/>此处是意识与无意识夹缝间漂流的房间。
<SURNAME/>唯有感性丰富者，方能发现通往此处的门扉…<pause:60/>
<SURNAME/>那么，请问有何贵干? || 
<SURNAME/>这里是意识与无意识夹缝中漂浮的房间。
<SURNAME/>只有感性丰富的人，才能发现这里的门扉…<pause:60/>
<SURNAME/>那么，让我来听听您有何贵干吧。"
dup:e205e9ef1261,"
<SURNAME/>嗯？
<SURNAME/>像你这样的年轻人，
<SURNAME/>找我这无家可归的老头有什么事吗？","
<SURNAME/>嗯？
<SURNAME/>像你这样的年轻人，
<SURNAME/>找我这无家可归的老头有事？"
dup:d0b7404f5c84,"
<SURNAME/>我现在在倾听社会的那些低语呢。
<SURNAME/>只要听听传闻，
<SURNAME/>世间的伪善和欺骗就都一清二楚了。","
<SURNAME/>我在倾听社会的低语。
<SURNAME/>听听传闻，
<SURNAME/>世间的伪善和欺骗就了如指掌。"
dup:580c98adeb25,"
<SURNAME/>你如果知道有趣的传闻，也告诉我好吗？
<SURNAME/>作为交换，我会告诉你我知道的传闻。","
<SURNAME/>你知道有趣传闻，也告诉我好吗？
<SURNAME/>作为交换，我告诉你我知道的传闻。"
dup:a4c78ef643b1,"
<SURNAME/>那个传闻啊…好。
<SURNAME/>那么，先告诉我你知道的传闻吧。","
<SURNAME/>那个传闻啊…好。
<SURNAME/>那么，就从你知道的传闻开始告诉我吧。"
dup:5fdd31d5e6e3,"
<SURNAME/>哦…<pause:30/>
<SURNAME/>七姊妹的校长，突然长头发了？
<SURNAME/>可能是向小丑大人许愿了吧。","
<SURNAME/>哦…<pause:30/>
<SURNAME/>七姊妹学园的校长，突然长头发了？
<SURNAME/>可能是向小丑大人许愿了吧。"
dup:a585e1c914fa,"
<SURNAME/>那么轮到我了。
<SURNAME/>这个莲华台，有个叫Lotus的商场吧？","
<SURNAME/>那么轮到我了。
<SURNAME/>在这个莲华台，有个叫莲花的商场吧？"
dup:9d190ed892ba,"
<SURNAME/>那里的，<c1d:13/>时间城<c1d:1/>那个古董商的谜之店主…
<SURNAME/>其实，<c1d:13/>在秘密贩卖真武器<c1d:1/>呢。
<SURNAME/>嘛，<c1d:13/>质量和价格都普通<c1d:1/>的传闻啦。","
<SURNAME/>那里的，<c1d:13/>时间城<c1d:1/>那家神秘古董店…
<SURNAME/>其实，好像在偷偷卖<c1d:13/>真武器<c1d:1/>呢。
<SURNAME/>嘛，<c1d:13/>质量和价格都普通<c1d:1/>的传闻啦。"
dup:63af95c3a550,"
<SURNAME/>说话像能看透人心似的，
<SURNAME/>还自称伯爵，真是个可疑的家伙。
<SURNAME/>会有这种传闻也不奇怪啊。","
<SURNAME/>说话像能看透人心似的，
<SURNAME/>还自称伯爵，真是个可疑的家伙。
<SURNAME/>传出这种传闻，也不奇怪啊。"
dup:b44676d7387b,"
<SURNAME/>什么什么？<SURNAME/>七姊妹的钟楼里，
<SURNAME/>有真正的幽灵？<SURNAME/>嗯——，学校的怪谈啊…
<SURNAME/>好吧。那么该我的料了。","
<SURNAME/>什么什么？<SURNAME/>七姊妹的钟楼里，
<SURNAME/>有真幽灵？<SURNAME/>唔，学校的怪谈啊…
<SURNAME/>嘛，好吧。那该我的料了。"
dup:0056cf95abcd,"
<SURNAME/>你知道梦崎区的<c1d:13/>托尼店<c1d:1/>吗？
<SURNAME/>那里好像在卖<c1d:13/>真武器<c1d:1/>哦。
<SURNAME/><c1d:13/>品种齐全但回收价便宜<c1d:1/>据说。","
<SURNAME/>知道梦崎区的<c1d:13/>托尼的店<c1d:1/>吗？
<SURNAME/>好像在那里卖<c1d:13/>真武器<c1d:1/>呢。
<SURNAME/><c1d:13/>货品齐全，但回收价很低<c1d:1/>哦。"
dup:90e569b0daea,"
<SURNAME/>嘛，从他那里没听到什么好传闻呢。
<SURNAME/>最近，据说他甚至被说是
<SURNAME/>某个黑手党的成员。嘛，可能是真的吧。","
<SURNAME/>嘛，从他那儿听不到什么好传闻呢。
<SURNAME/>最近，甚至有人说他是某个黑手党的成员。
<SURNAME/>嘛，说不定是真的哦。"
dup:2a09e3141088,"
<SURNAME/>渣校的死神番长…引退？<pause:15/>
<SURNAME/>哦，年轻人可能感兴趣的信息呢。
<SURNAME/>好，那么告诉你我的情报。","
<SURNAME/>渣校的死神番长…引退了？<pause:15/>
<SURNAME/>哦，年轻人可能对这信息感兴趣呢。
<SURNAME/>好。那该分享我的料了。"
dup:06d6011af94d,"
<SURNAME/>你知道青华区的<c1d:13/>克莱尔·德·吕讷<c1d:1/>吗？
<SURNAME/>据说在那里能买到<c1d:13/>真武器<c1d:1/>哦。
<SURNAME/><c1d:13/>品种虽然一般但回收价好<c1d:1/>据说。","
<SURNAME/>知道青华区的<c1d:13/>克莱尔·德·吕讷<c1d:1/>吗？
<SURNAME/>据说在那里能买到<c1d:13/>真武器<c1d:1/>呢。
<SURNAME/><c1d:13/>货品一般，但回收价不错<c1d:1/>哦。"
dup:42c292b97dc5,"
<SURNAME/>据说那里的服务生，用刀击退了
<SURNAME/>来店的混混，还说下次要准备步枪
<SURNAME/>呢。不是普通人啊。","
<SURNAME/>听说那里的服务生，用刀赶走了来店的混混，
<SURNAME/>还放话说下次要准备步枪。
<SURNAME/>不是一般人啊。"
dup:595f5febbd92,"
<SURNAME/>什么，那个艺术家制作人
<SURNAME/>其实是假面党员之一？<SURNAME/>那是厉害的信息啊。
<SURNAME/>好，我也不能输呢。","
<SURNAME/>什么，那个艺人制作人，
<SURNAME/>其实是假面党的一员？<SURNAME/>那真是劲爆信息啊。
<SURNAME/>好，这边也不能输呢。"
dup:f57457f6a8fb,"
<SURNAME/>港南区的<c1d:13/>Jolly Roger<c1d:1/>这家咖啡店呢，
<SURNAME/>听说在那里能买到<c1d:13/>真正的武器<c1d:1/>哦。<pause:15/>
<SURNAME/>据说<c1d:13/>质量和价格都普通<c1d:1/>。","
<SURNAME/>港南区的<c1d:13/>快乐罗杰<c1d:1/>这家咖啡店，
<SURNAME/>好像在那里能买到<c1d:13/>真武器<c1d:1/>呢。<pause:15/>
<SURNAME/><c1d:13/>质量和价格都普通<c1d:1/>的传闻啦。"
dup:9989fe673ef2,"
<SURNAME/>据说Jolly Roger就是
<SURNAME/>骷髅旗的意思。店里装饰得像帆船，还有眼罩…
<SURNAME/>店主曾是海盗的传闻似乎也是真的呢。","
<SURNAME/>听说快乐罗杰就是骷髅旗的意思。
<SURNAME/>店里像帆船内部，还戴眼罩…
<SURNAME/>店主是前海盗的传闻，似乎是真的呢。"
dup:f50d4d23d425,"
<SURNAME/>哦…<pause:30/>
<SURNAME/>第七时钟动了的话，会发生大事？
<SURNAME/>哈哈，总不至于世界会毁灭吧。","
<SURNAME/>哦…<pause:30/>
<SURNAME/>七姊妹的钟动了，会发生大事？
<SURNAME/>哈哈，总不会是世界毁灭吧"
dup:11e7bf8f1576,"
<SURNAME/>那么轮到我了。
<SURNAME/>这个莲华台的Lotus商场呢…","
<SURNAME/>那么轮到我了。
<SURNAME/>这个莲华台的，叫莲花的商场啊…"
dup:b0b40c7495d0,"
<SURNAME/>有家叫<c1d:13/>Rosacandita<c1d:1/>的精品店吧？
<SURNAME/>其实，听说在那里能买到<c1d:13/>真正的防具<c1d:1/>呢。
<SURNAME/>嘛，传闻说<c1d:13/>质量和价格都普通<c1d:1/>。","
<SURNAME/>有家叫<c1d:13/>玫瑰坎迪塔<c1d:1/>的精品店吧？
<SURNAME/>其实，在那里能买到<c1d:13/>真防具<c1d:1/>呢。
<SURNAME/>嘛，<c1d:13/>质量和价格都普通<c1d:1/>的传闻啦。"
dup:270cde524876,"
<SURNAME/>据说今年的流行是铠甲呢。
<SURNAME/>刚才还在的那位外地人说的哦。","
<SURNAME/>听说今年的流行是铠甲呢。
<SURNAME/>刚才还在的乡下人说的哦。"
dup:8050048d90bb,"
<SURNAME/>哦，Zodiac里面有秘密俱乐部？
<SURNAME/>虽然听说过传闻，但真的存在啊…
<SURNAME/>好好，那么我来分享我的情报吧。","
<SURNAME/>哦，黄道十二宫里有个秘密俱乐部？
<SURNAME/>传闻是听过，但真存在啊…
<SURNAME/>好好，那分享我的信息吧。"
dup:ec94367d9613,"
<SURNAME/>知道梦崎区的<c1d:13/>Anima Mundi<c1d:1/>吗？
<SURNAME/>听说那里在卖<c1d:13/>真正的防具<c1d:1/>。
<SURNAME/>据说<c1d:13/>质量和价格都普通<c1d:1/>。","
<SURNAME/>知道梦崎区的<c1d:13/>世界之魂<c1d:1/>吗？
<SURNAME/>据说在那里卖<c1d:13/>真防具<c1d:1/>呢。
<SURNAME/><c1d:13/>质量和价格都普通<c1d:1/>哦。"
dup:62220b2a86c9,"
<SURNAME/>据说，那里的模特
<SURNAME/>对来的客人说要把铠甲
<SURNAME/>作为今年的新款…","
<SURNAME/>听说，那里的模特人偶
<SURNAME/>对客人说要把铠甲
<SURNAME/>定为今年的新款…"
dup:f589e0a1b021,"
<SURNAME/>哦，春日山高中的新头目，
<SURNAME/>原来是前死神番长的小弟啊。<pause:15/>
<SURNAME/>这就是所谓的下克上吧…<pause:15/>好，那么轮到我的料了。","
<SURNAME/>哦，春日山高中的新头目，
<SURNAME/>是原死神番长的小弟啊。<pause:15/>
<SURNAME/>下克上那种吧…<pause:15/>好，那该我的料了。"
dup:4012dc0b8ab0,"
<SURNAME/>青华区也有<c1d:13/>Rosacandita<c1d:1/>的分店呢，
<SURNAME/>听说在那里卖<c1d:13/>真正的防具<c1d:1/>。<pause:15/>
<SURNAME/>据说<c1d:13/>品种虽少，但回收价格不错<c1d:1/>。","
<SURNAME/>青华区也有<c1d:13/>玫瑰坎迪塔<c1d:1/>的分店，
<SURNAME/>据说，在卖<c1d:13/>真防具<c1d:1/>呢。<pause:15/>
<SURNAME/><c1d:13/>货品少，但回收价不错<c1d:1/>哦。"
dup:50f9650645ee,"
<SURNAME/>葛华侦探事务所的招财猫会说话？
<SURNAME/>哈哈哈，这料女孩子会喜欢吧。
<SURNAME/>嘛好吧。那么来分享这边的料。","
<SURNAME/>葛华侦探事务所的招财猫会说话？
<SURNAME/>哈哈，女孩子会喜欢的料呢。
<SURNAME/>嘛，好吧。那分享这边的料。"
dup:d473473f9f9d,"
<SURNAME/>港南区有家叫<c1d:13/>伦敦屋<c1d:1/>的西式店铺。<pause:10/>
<SURNAME/>听说在那里能买到<c1d:13/>真正的防具<c1d:1/>。<pause:15/>
<SURNAME/>据说<c1d:13/>品种齐全，但回收价格便宜<c1d:1/>。","
<SURNAME/>港南区有家叫<c1d:13/>伦敦屋<c1d:1/>的西式店。<pause:10/>
<SURNAME/>好像在那里能买到<c1d:13/>真防具<c1d:1/>呢。<pause:15/>
<SURNAME/><c1d:13/>货品齐全，但回收价很低<c1d:1/>哦。"
dup:65fea28efcae,"
<SURNAME/>店主的宣传语说从铠甲到婚纱都能订做，
<SURNAME/>似乎是真的呢。","
<SURNAME/>店主的口号“从铠甲到婚纱都能订做”，
<SURNAME/>似乎是真的呢。"
dup:af6455001928,"
<SURNAME/>葛华侦探事务所的环小姐的本职是，
<SURNAME/>恶魔召唤师？<SURNAME/>是什么特殊工作吗？
<SURNAME/>没听说过这种职业呢…嘛好吧。","
<SURNAME/>葛华侦探事务所的环酱本业是，
<SURNAME/>恶魔召唤师？<SURNAME/>什么特殊工作啊？
<SURNAME/>没听过这种职业…嘛，好吧。"
dup:f33c7612c0c3,"
<SURNAME/>那么轮到老子了。<c1d:13/>悬赏杂志<c1d:1/>知道吧？
<SURNAME/><c1d:13/>听说有人收到真家伙武器和珍品<c1d:1/>了。
<SURNAME/><c1d:13/>虽然难中但寄来的都是好货<c1d:1/>哦。","
<SURNAME/>那么轮到我了。<c1d:13/>悬赏杂志<c1d:1/>知道吧？
<SURNAME/>好像有人收到了<c1d:13/>真武器或珍品<c1d:1/>呢。
<SURNAME/><c1d:13/>难中奖但东西好<c1d:1/>哦。"
dup:385f6a4da0fb,"
<SURNAME/>哦…恶魔真的存在？<pause:30/>
<SURNAME/>这传闻可够离谱的。
<SURNAME/>魔物啊，就该藏在人心里才对嘛。","
<SURNAME/>哦…真的有恶魔吗?<pause:30/>
<SURNAME/>那还真是个离奇的传闻啊。
<SURNAME/>我认为，魔就潜藏在人的心中呢。"
dup:df10b35cdb87,"
<SURNAME/>那轮到老子了。
<SURNAME/>梦崎区有家叫穆大陆的大型游戏中心，
<SURNAME/>你晓得吗？","
<SURNAME/>那么轮到我了。
<SURNAME/>梦崎区有家叫“穆大陆”的大型游戏厅，你知道吗？"
dup:d1f1133c65ed,"
<SURNAME/>在那<c1d:13/>穆大陆<c1d:1/>里头，
<SURNAME/>好像能玩<c1d:13/>真赌场<c1d:1/>呢。
<SURNAME/>据说<c1d:13/>玩扑克最容易赢钱<c1d:1/>哦。","
<SURNAME/>在那个<c1d:13/>穆大陆<c1d:1/>，
<SURNAME/>好像能玩到<c1d:13/>真正的赌场<c1d:1/>呢。
<SURNAME/>传闻说<c1d:13/>扑克最容易中奖<c1d:1/>。"
dup:ad9155440b6c,"
<SURNAME/>目前为止，我知道的传闻就这些了。
<SURNAME/>如果有新素材，我会再告诉你。
<SURNAME/>你也准备些有趣的信息吧。","
<SURNAME/>目前为止，我知道的传闻就这些了。
<SURNAME/>有新料的话，我再告诉你。
<SURNAME/>你也准备些有趣的信息吧。"
dup:0c0620b90a2e,"
<SURNAME/>是吗。
<SURNAME/>想再听传闻时就来吧。
<SURNAME/>我总在这里，望着天空呢。","
<SURNAME/>是吗。
<SURNAME/>想听传闻时再来吧。
<SURNAME/>我总是一直在这里望着天空。"
dup:f7da493dcd46,"
<SURNAME/>听说了吗？<SURNAME/>七姊妹学园有
<SURNAME/>那个妖怪花子出没。<pause:15/>好可怕但真想
<SURNAME/>见一次真身啊。","
<SURNAME/>听说了吗？<SURNAME/>七姊妹学园里
<SURNAME/>出现那个妖怪花子哦。<pause:15/>
<SURNAME/>怕归怕，但想见见本尊呢。"
dup:62ac803071f4,"
<SURNAME/>知道吗？<SURNAME/>春日山高中有，
<SURNAME/>那个妖怪布奇米出没。<pause:15/>
<SURNAME/>到底有多诡异呢。","
<SURNAME/>知道不？<SURNAME/>春日山高中有
<SURNAME/>那个妖怪诡异酱出没哦。<pause:15/>
<SURNAME/>到底有多诡异呢？"
dup:55aaa680e66d,"
<SURNAME/>野外音乐堂前的公园，有以前在那里失踪的
<SURNAME/>偶像的幽灵出没。<pause:15/>
<SURNAME/>那里花会说话之类的恐怖故事很多。","
<SURNAME/>听说野外音乐堂前的公园，有以前在那儿失踪的
<SURNAME/>偶像的幽灵出没。<pause:15/>
<SURNAME/>那儿花会说话之类的恐怖传闻可不少呢。"
dup:46a597f302e6,"
<SURNAME/>木恩托吧。<pause:15/>
<SURNAME/>港南区那个废工厂，有诅咒的出租车
<SURNAME/>在呢。","
<SURNAME/>真的吗？<pause:15/>
<SURNAME/>港南区的废弃工厂里，
<SURNAME/>好像有诅咒出租车哦。"
dup:144c3d512782,"
<SURNAME/>港南区的废工厂，有诅咒的私人出租车
<SURNAME/>在呢。<pause:15/>但诅咒出租车和
<SURNAME/>诅咒私人出租车有啥区别？","
<SURNAME/>港南区的废弃工厂，好像有
<SURNAME/>诅咒个人出租车。<pause:15/>但诅咒出租车和
<SURNAME/>诅咒个人出租车有啥区别？"
dup:1b4a272c4c1f,"
<SURNAME/>听说岩户山有妖怪裂口女出没。
<SURNAME/>但那不是吓人的妖怪吗？
<SURNAME/>在那种没人的地方干啥呢？","
<SURNAME/>听说岩户山有妖怪裂口女出没。
<SURNAME/>可那不是吓人的妖怪吗？
<SURNAME/>在那种没人的地方干啥呢？"
dup:90fcc14ccdb1,"
<SURNAME/>蜗牛山有跳跃爷爷出没，<pause:15/>
<SURNAME/>…呃，我不认识那妖怪…
<SURNAME/>真就名字那样在山里跳来跳去？","
<SURNAME/>听说蜗牛山有跳跃老头出没，<pause:15/>
<SURNAME/>...等等，我都不认识那个妖怪...
<SURNAME/>它真的像名字一样在山里跳来跳去吗？"
dup:4a613a8762fd,"
<SURNAME/>哇啊…<pause:10/>好可怕的故事…<pause:15/>
<SURNAME/>咦？<SURNAME/>问听了啥？<SURNAME/><pause:15/>库、库丹啦…<pause:10/>
<SURNAME/>废工厂有库丹…啊，想起来都怕…","
<SURNAME/>哇啊...<pause:10/>听了恐怖故事啊...<pause:15/>
<SURNAME/>咦？<SURNAME/>问我听了啥？<SURNAME/><pause:15/>是、是裤裆啦...<pause:10/>
<SURNAME/>废工厂有裤裆怪...啊啊，想起来都怕..."
dup:17ff5c08f3d2,"
<SURNAME/>Giga Matchyo除了普通CD还卖秘密
<SURNAME/>隐藏CD。<pause:15/>
<SURNAME/>不太懂，但好像曲子很有趣。","
<SURNAME/>听说Giga Matchy除了普通CD，还卖秘密的
<SURNAME/>隐藏CD呢。<pause:15/>
<SURNAME/>虽然不太懂，但好像曲子很有趣哦。"
dup:5d5a0423833a,"
<SURNAME/>听说废工厂有妖怪柜子婆婆
<SURNAME/>出没。<pause:15/>迷路的小孩被
<SURNAME/>“进来吧！”吼过。","
<SURNAME/>据说废工厂有妖怪衣柜老太婆
<SURNAME/>出没。<pause:15/>迷路进去的小孩
<SURNAME/>被吼“给我进来！”呢。"
dup:24dca50d5c87,"
<SURNAME/>时间城好像在卖真武器。
<SURNAME/>质量和价格都算普通。
<SURNAME/>不是普通古董店呢。","
<SURNAME/>听说时间城在卖真武器。
<SURNAME/>质量和价格嘛，据说都普通。
<SURNAME/>原来不是普通的古董店啊"
dup:708ffadbc267,"
<SURNAME/>时间城好像在卖真武器。
<SURNAME/>质量不错，但价格高。
<SURNAME/>不是普通古董店呢。","
<SURNAME/>听说时间城在卖真武器。
<SURNAME/>质量不错，但价格好像很高哦。
<SURNAME/>原来不是普通的古董店啊"
dup:a9ec9db77852,"
<SURNAME/>时间城好像在卖真武器。
<SURNAME/>价格便宜，但质量一般。
<SURNAME/>不是普通古董店呢。","
<SURNAME/>听说时间城在卖真武器。
<SURNAME/>价格便宜，但质量据说一般般。
<SURNAME/>原来不是普通的古董店啊"
dup:d4ada0c9232f,"
<SURNAME/>梦崎区的托尼店，
<SURNAME/>好像在黑市卖真武器。
<SURNAME/>品种齐全，但回收价低。","
<SURNAME/>听说梦崎区的Tony店，
<SURNAME/>在偷偷卖真武器呢。
<SURNAME/>品种齐全，但回收价很低哦"
dup:d7f26ef66577,"
<SURNAME/>梦崎区的托尼店
<SURNAME/>好像在黑市卖真武器。
<SURNAME/>价格便宜但质量差。","
<SURNAME/>听说梦崎区的Tony店
<SURNAME/>在偷偷卖真武器呢。
<SURNAME/>价格便宜但质量不好啦。"
